CASRN,CATMoS_LD50_mgkg,Canonical_QSARr,LogLD50
25713-60-4,3500.0,BrC1=CC(Br)=C(OC2N=C(N=C(N=2)OC2C(Br)=CC(Br)=CC=2Br)OC2C(Br)=CC(Br)=CC=2Br)C(Br)=C1,3.5440680443502757
107-14-2,186.0,N#CCCl,2.2695129442179165
493-92-5,157.0,CCCC(CC1C=CC=CC=1)N1CCCC1,2.1958996524092336
78-34-2,34.0,CCOP(=S)(OCC)SC1OCCOC1SP(=S)(OCC)OCC,1.5314789170422551
56-85-9,7500.0,NC(=O)CCC(N)C(O)=O,3.8750612633917
15043-63-7,750.0,CC1C=CC(=CC=1OP(=S)(OC)OC)C(C)C,2.8750612633917
28523-86-6,10001.0,FCOC(C(F)(F)F)C(F)(F)F,4.000043427276863
13887-59-7,1500.0,CC(C)/N=C(\O)/OCC(O)C1COC2=CC=CC=C2O1,3.1760912590556813
109-75-1,115.0,C=CCC#N,2.060697840353612
25311-71-1,24.55,CCOP(=S)(NC(C)C)OC1=CC=CC=C1C(=O)OC(C)C,1.3900514964589872
690-94-8,600.0,CC(C)(O)C#CC=C,2.7781512503836434
98-83-9,4900.0,CC(=C)C1C=CC=CC=1,3.690196080028514
6284-81-7,8900.0,CCCCOC(OCCCC)C(OCCCC)OCCCC,3.949390006644913
371-62-0,5.0,OCCF,0.6989700043360189
440-60-8,900.0,OCC1C(F)=C(F)C(F)=C(F)C=1F,2.9542425094393248
1563-66-2,7.265000000000001,CNC(=O)OC1=CC=CC2CC(C)(C)OC1=2,0.8612356186340404
1166-52-5,7500.0,CCCCCCCCCCCCOC(=O)C1C=C(O)C(O)=C(O)C=1,3.8750612633917
117666-89-4,120.0,CCOC(=S)C=CC1C=CC(=CC=1)N(C)C,2.0791812460476247
67-45-8,2336.0,[O-][N+](=O)C1=CC=C(C=NN2CCOC2=O)O1,3.3684728384403617
1765-48-6,518.0,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,2.714329759745233
3309-78-2,18.0,CCOP(=O)(OCC)SCC#C,1.255272505103306
98-46-4,610.0,[O-][N+](=O)C1=CC(=CC=C1)C(F)(F)F,2.785329835010767
21270-13-3,250.0,CCCCCOC(CBr)C1C=CC(=CC=1)C1CCCCC1,2.3979400086720375
1072957-71-1,55.0,CN1C=C(C(=O)NC2C=CC=C3C4CCC(C4=C(Cl)Cl)C3=2)C(=N1)C(F)F,1.7403626894942439
35575-96-3,1180.0,COP(=O)(OC)SCN1C2=NC=C(Cl)C=C2OC1=O,3.0718820073061255
89457-10-3,6.402,FC(F)(F)C1NC2C=C(Br)C=C(Cl)C=2N=1,0.8063156698081135
151-73-5,1877.0,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)COP(O)(O)=O,3.273464272621346
63783-49-3,2830.0,OCC(Cl)C(Cl)CO,3.45178643552429
2922-44-3,71.8,CC(CN1CCOCC1)C(C(=O)N1CCCC1)(C1C=CC=CC=1)C1C=CC=CC=1,1.8561244442423004
3426-58-2,200.0,CN1C=C(CCC2C=C[N+](CCC[N+](C)(C)C)=CC=2)C2=CC=CC=C12,2.3010299956639813
115-84-4,2925.0,CCCCC(CO)(CO)CC,3.466125870418199
22781-24-4,25.0,CCC1(C)OC2C(=CC=CC=2O/C(/O)=N/C)O1,1.3979400086720377
143-81-7,78.0,CC(CC)C1(CC)C(O)=NC(=O)N=C1O,1.8920946026904804
145071-62-1,500.0,CON=CC1CN(CCC=1)OC(=O)NC1=CC=C(Cl)C=C1,2.6989700043360187
52112-66-0,500.0,NC1=NC2C=CC(Br)=CC=2O1,2.6989700043360187
68037-57-0,10001.0,CCCCC(CO[Si](O)(O)O)CC,4.000043427276863
622-96-8,4850.0,CC1C=CC(CC)=CC=1,3.6857417386022635
121-32-4,2793.0,CCOC1C=C(C=O)C=CC=1O,3.446070935701005
135-23-9,200.0,CN(C)CCN(CC1=CC=CS1)C1C=CC=CN=1,2.3010299956639813
36653-82-4,4250.0,CCCCCCCCCCCCCCCCO,3.6283889300503116
40766-30-1,1750.0,CC1=CC=CC=C1C(C)C1C=CC=CC=1,3.2430380486862944
49803-30-7,330.0,CCN1C=CC(C=C1)=C1C(=O)C2=CC=CC=C2C1=O,2.5185139398778875
536-90-3,526.0,COC1C=C(N)C=CC=1,2.7209857441537393
538-28-3,27.0,NC(=N)SCC1C=CC=CC=1,1.4313637641589874
88-72-2,1483.0,CC1=CC=CC=C1[N+]([O-])=O,3.1711411510283822
5417-35-6,1082.0,CC(C)C1OCC=CCO1,3.0342272607705505
49637-08-3,130.0,CCCCCC(C)C(C)C1=CC(OC(=O)CCCN2CCCCC2)=C2C(=C1)OC(C)(C)C1CCN(CC#C)CC=12,2.113943352306837
3913-71-1,7500.0,CCCCCCCC=CC=O,3.8750612633917
73953-73-8,3500.0,COC1C=CC(=CC=1OC)S(=O)(=O)NC(=O)NC1CCCCC1,3.5440680443502757
4171-13-5,760.0,CC(CC)C(CC)C(N)=O,2.8808135922807914
333-41-5,233.0,CC1=CC(=NC(=N1)C(C)C)OP(=S)(OCC)OCC,2.367355921026019
21270-17-7,250.0,CCCCC(COC(CBr)C1C=C(C=CC=1)C1CCCCC1)CC,2.3979400086720375
11120-29-9,10001.0,ClC1=CC(Cl)=C(Cl)C(Cl)=C1C1C(Cl)=C(Cl)C(C2=CC(Cl)=C(Cl)C=C2Cl)=C(Cl)C=1Cl,4.000043427276863
1711-06-4,3440.0,CC1=CC(=CC=C1)C(=O)Cl,3.53655844257153
110283-66-4,894.0,OC(=O)C1CN(CCOC(C2C=CC(=CC=2)C(F)(F)F)C2C=CC(=CC=2)C(F)(F)F)CCC=1,2.951337518795918
41239-48-9,3400.0,CCC1CCC(CC)O1,3.531478917042255
651-06-9,6000.0,COC1=CN=C(NS(=O)(=O)C2C=CC(N)=CC=2)N=C1,3.7781512503836434
93-29-8,3450.0,CC(=O)OC1C=CC(C=CC)=CC=1OC,3.537819095073274
82985-35-1,4200.0,CO[Si](CCCNCCC[Si](OC)(OC)OC)(OC)OC,3.6232492903979003
42711-84-2,7200.0,OC(CNCCO)CNCCO,3.8573324964312685
102-70-5,1030.0,C=CCN(CC=C)CC=C,3.012837224705172
644-08-6,2570.0,CC1C=CC(=CC=1)C1C=CC=CC=1,3.4099331233312946
7070-93-1,90.0,CNC(=O)OC1=CC=CC=C1C1SCCS1,1.954242509439325
74-94-2,59.0,CNC,1.7708520116421442
631-64-1,1737.0,OC(=O)C(Br)Br,3.2397998184470986
101-07-5,4910.0,CCCCC(CN(CCO)CC(CCCC)CC)CC,3.6910814921229687
3385-41-9,10001.0,OC(=O)CCCCC(O)=O,4.000043427276863
597-31-9,3200.0,CC(C)(CO)C=O,3.505149978319906
555-57-7,300.0,CN(CC#C)CC1C=CC=CC=1,2.4771212547196626
57165-49-8,565.0,C1OC2C=CC(CCC(CCC3=CC4OCOC=4C=C3)N3CCCC3)=CC=2O1,2.7520484478194387
58182-63-1,2400.0,C=C(CC(=O)C1C=CC(=CC=1)C1=CC=CC=C1Cl)C(O)=O,3.380211241711606
64011-53-6,1070.0,OC(CO)C1CC=CCC1,3.0293837776852097
18699-02-0,10001.0,CC(=O)NC1C=CC(CC(O)=O)=CC=1,4.000043427276863
81-81-2,5.0,CC(=O)CC(C1C(=O)C2=CC=CC=C2OC1=O)C1C=CC=CC=1,0.6989700043360189
99-08-1,1689.0,CC1=CC(=CC=C1)[N+]([O-])=O,3.227629649571009
762-49-2,5.0,FCCBr,0.6989700043360189
1982-42-9,1200.0,NC(=O)COC1C=CC(Cl)=CC=1Cl,3.0791812460476247
16111-62-9,1763.0,CCCCC(COC(=O)OOC(=O)OCC(CCCC)CC)CC,3.246252312299322
119-39-1,370.0,O=C1N=NCC2C=CC=CC=21,2.568201724066995
110-46-3,505.0,CC(C)CCON=O,2.7032913781186614
124-64-1,176.0,OCP(CO)(CO)CO,2.24551266781415
73986-86-4,1320.0,CCCCCCCCC(CC=CCl)CCCN,3.12057393120585
63717-18-0,350.0,COP(=S)(OC)SC1OCCOC1SP(=S)(OC)OC,2.5440680443502757
615-16-7,2035.0,OC1NC2=CC=CC=C2N=1,3.3085644135612386
868-77-9,6844.0,CC(=C)C(=O)OCCO,3.835310000869063
512-82-3,232.0,OCP(CO)(CO)CO,2.3654879848909
3266-23-7,2150.0,CC1OC1C,3.3324384599156054
115-21-9,1065.0,CC[Si](Cl)(Cl)Cl,3.0273496077747564
122-20-3,5362.0,CC(O)CN(CC(C)O)CC(C)O,3.7293268096468606
6420-47-9,37.0,CCC(C)C1=CC(=CC(=C1O)[N+]([O-])=O)[N+]([O-])=O,1.568201724066995
94-83-7,1700.0,O=C(OCCOC1C=CC(Cl)=CC=1Cl)C1C=CC=CC=1,3.230448921378274
589-93-5,800.0,CC1C=NC(C)=CC=1,2.9030899869919438
72977-18-5,8000.0,NC1=CC=C(C=C1)C(O)=O,3.9030899869919438
3634-83-1,3738.0,O=C=NCC1C=C(CN=C=O)C=CC=1,3.572639297042813
120-08-1,292.0,COC1C=C2OC(=O)C=CC2=CC=1OC,2.4653828514484184
80834-61-3,500.0,O=C1CCC2C=C(CCCCN3CCN(CC3)C3=CC=CC=C3Cl)C=CC=2N1,2.6989700043360187
115-28-6,1770.0,OC(=O)C1C(C(O)=O)C2(Cl)C(Cl)=C(Cl)C1(Cl)C2(Cl)Cl,3.247973266361807
59375-57-4,12.3,CNC(=O)ON=C1CS(=O)CCS1,1.089905111439398
2463-45-8,80.0,O=C1OCC(CCl)O1,1.9030899869919435
50-99-7,10001.0,OCC(O)C(O)C(O)C(O)C=O,4.000043427276863
74007-97-9,4350.0,CC1(C)SCN(C1C(O)=O)C(=O)C1(CCCCC1)OC1C=CC(Cl)=CC=1,3.6384892569546374
80-18-2,740.0,COS(=O)(=O)C1C=CC=CC=1,2.8692317197309762
76858-53-2,5.6,CN(SSC(C)(C)C)C(=O)ON=C1SCCS1,0.7481880270062004
152-47-6,2739.0,COC1=NC=CN=C1NS(=O)(=O)C1C=CC(N)=CC=1,3.4375920322539613
16071-86-6,10001.0,OC(=O)C1=CC(=CC=C1O)N=NC1C=CC(=CC=1)C1C=CC(=CC=1)N=NC1=C(O)C(=CC=C1O)N=NC1C=C(C=CC=1O)S(O)(=O)=O,4.000043427276863
140-76-1,1167.0,CC1=CC=C(C=N1)C=C,3.0670708560453703
5090-37-9,74.0,CC1SC2=CC=CC=C2C=1CC1NCCN=1,1.8692317197309762
88949-33-1,2376.0,O=C1N=C(C2C1=C(NC2=O)C1C=CC(=CC=1)C1C=CC=CC=1)C1C=CC(=CC=1)C1C=CC=CC=1,3.375846436309156
761-65-9,821.0,CCCCN(CCCC)C=O,2.9143431571194407
3605-31-0,10001.0,CC(C)(C)C1C=CC2CCC(C)(C)C=2C=1,4.000043427276863
4695-62-9,6160.0,CC1(C)C2CC(C)(CC2)C1=O,3.7895807121644256
602-01-7,911.0,CC1=CC=CC(=C1[N+]([O-])=O)[N+]([O-])=O,2.9595183769729982
67-92-5,1290.0,CCN(CCOC(=O)C1(CCCCC1)C1CCCCC1)CC,3.110589710299249
10140-84-8,1410.0,CCOCCOC1C=CC(Cl)=CC=1Cl,3.1492191126553797
2894-67-9,3500.0,O=C1CN=C(C2=CC=CC=C2Cl)C2C=C(Cl)C=CC=2N1,3.5440680443502757
3268-19-7,823.0,COC1C(=CC(=CC=1OC)C1C2C(COC2=O)C(OC2OC3COC(OC3C(O)C2O)C2C=CC=CC=2)C2=CC3OCOC=3C=C21)OC,2.91539983521227
2540-82-1,234.0,CN(C=O)C(=O)CSP(=S)(OC)OC,2.369215857410143
2422-88-0,3000.0,CCCCNC(=S)N(CCCC)CCCC,3.4771212547196626
100-88-9,10001.0,OS(=O)(=O)NC1CCCCC1,4.000043427276863
99129-21-2,1495.0,CC(CC1CC(=O)C(C(CC)=NOCC=CCl)C(=O)C1)SCC,3.1746411926604483
50-48-6,320.0,CN(C)CC/C=C1/C2=CC=CC=C2CCC2C=CC=CC=2/1,2.505149978319906
467-63-0,770.0,CN(C)C1C=CC(=CC=1)C(O)(C1C=CC(=CC=1)N(C)C)C1C=CC(=CC=1)N(C)C,2.886490725172482
13665-88-8,3000.0,OCCN(CCO)C1N=C(C2=NC(=NC=C2N=1)N(CCO)CCO)N1CCCCC1,3.4771212547196626
466-06-8,56.0,CC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5(O)C4CCC3=C2)C2=COC(=O)C=C2)C(O)C(O)C1O,1.7481880270062005
54266-80-7,83.0,CN=C(O)ON=C1SCOC1CCC,1.919078092376074
156-51-4,210.0,NNCCC1C=CC=CC=1,2.322219294733919
2870-71-5,1050.0,C[N+]1(C)C2CC(CC1CC2)OC(=O)C(CO)C1C=CC=CC=1,3.0211892990699383
118-03-6,10001.0,NC1=CC2=C(C=C(C=C2C=C1S(O)(=O)=O)S(O)(=O)=O)S(O)(=O)=O,4.000043427276863
23795-03-1,1604.0,CCCN(CCC)S(=O)(=O)C1C=CC(=CC=1)C(O)=O,3.2052043639481447
63937-32-6,24.0,CCCCOC1CC1C(=O)OCCCC,1.380211241711606
623-87-0,1065.0,[O-][N+](=O)OCC(O)CO[N+]([O-])=O,3.0273496077747564
944-22-9,11.775,CCP(=S)(OCC)SC1C=CC=CC=1,1.0709609158009339
1972-08-3,765.0,CC1CCC2C(C=1)C1=C(O)C=C(CCCCC)C=C1OC2(C)C,2.8836614351536176
2909-38-8,4200.0,O=C=NC1C=CC=C(Cl)C=1,3.6232492903979003
2652-77-9,1000.0,O=C1CC(=O)N(C2C=CC=CC=2)N1C1C=CC=CC=1,3.0
74-87-3,1800.0,CCl,3.255272505103306
145783-14-8,300.0,CCCSC1=NC(Cl)=C(C(Cl)=N1)[N+]([O-])=O,2.4771212547196626
5790-91-0,1350.0,CCN1C(=O)OC2C=CC(Cl)=CC1=2,3.130333768495006
6294-34-4,880.0,O=P(CCCl)(OCCCl)OCCCl,2.9444826721501687
78-94-4,23.1,CC(=O)C=C,1.3636119798921444
5745-14-2,100.0,CCP(=S)(CC)OC1=CC(Cl)=C(Cl)C=C1Cl,2.0
1939-36-2,1600.0,OC(=O)CN(CC(O)=O)CCCN(CC(O)=O)CC(O)=O,3.2041199826559246
61278-98-6,700.0,CCNC1CCCCC1,2.845098040014257
17636-10-1,3913.0,OS(=O)(=O)CCCS,3.59250984790068
115-27-5,2336.0,O=C1OC(=O)C2C1C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,3.3684728384403617
24095-80-5,414.0,CNC(=S)NNC1C=C(C=C(C=1)C(F)(F)F)C(F)(F)F,2.617000341120899
107-88-0,10001.0,CC(O)CCO,4.000043427276863
50-91-9,215.0,OC1CC(OC1CO)N1C=C(F)C(=O)NC1=O,2.3324384599156054
91-53-2,1363.0,CC1=CC(C)(C)NC2C=CC(=CC1=2)OCC,3.1344958558346736
467-60-7,180.0,OC(C1CCCCN1)(C1C=CC=CC=1)C1C=CC=CC=1,2.255272505103306
2050-46-6,5844.0,CCOC1=CC=CC=C1OCC,3.766710207262259
161559-33-7,2880.0,CN(CCN1C=NC2=C1C(=O)N(C)C(=O)N2C)C1C=CC=CC=1,3.459392487759231
35400-43-2,149.0,CSC1=CC=C(C=C1)OP(=S)(OCC)SCCC,2.173186268412274
101-21-3,2325.0,CC(C)OC(=O)NC1C=C(Cl)C=CC=1,3.3664229572259727
404-40-0,7.0,CC1=CC=C(C=C1)NC(=O)CF,0.8450980400142568
140-92-1,1700.0,CC(C)OC(S)=S,3.230448921378274
107-11-9,105.0,C=CCN,2.0211892990699383
50765-92-9,177.0,CC(C)=CCC(CCN1CCOCC1)(C(N)=O)C1=CC=CC2=CC=CC=C21,2.247973266361807
52670-78-7,41.0,CN(C1C=CC=CC=1)P(=O)(OCC)OCC,1.6127838567197355
91-59-8,727.0,NC1=CC2C=CC=CC=2C=C1,2.8615344108590377
738-70-5,2113.0,COC1C=C(CC2=CN=C(N)N=C2N)C=C(OC)C=1OC,3.3248994970523134
24243-89-8,4700.0,CCOC(=O)N(C1C=C(C=CC=1)C(=O)C1C=CC=CC=1)S(=O)(=O)C(F)(F)F,3.6720978579357175
17741-62-7,3200.0,[O-][N+](=O)C1=CC(Cl)=C(N=NC2C=CC(=CC=2)N2CCS(=O)(=O)CC2)C(Cl)=C1,3.505149978319906
556-22-9,4600.0,CCCCCCCCCCCCCCCCCC1NCCN=1,3.662757831681574
40164-67-8,3100.0,CC(=O)NCN(C(=O)CCl)C1C(CC)=CC=CC=1CC,3.4913616938342726
14007-45-5,7937.0,NC(CC(O)=O)C(O)=O,3.8996563803056357
32388-55-9,4575.0,CC1(C)C2CC3(CC(C(C)=O)=C2C)C1CCC3C,3.6603910984024672
93-53-8,2800.0,CC(C=O)C1C=CC=CC=1,3.4471580313422194
1053-74-3,650.0,CN1CCN(CCCN2C3=CC=CC=C3SC3C=CC(=CC2=3)C(C)=O)CC1,2.8129133566428557
498-66-8,10001.0,C1C2CCC1C=C2,4.000043427276863
492-17-1,311.0,NC1C=CC(=CC=1)C1=CC=CC=C1N,2.4927603890268375
29091-05-2,3350.0,CCN(CC)C1=C(C=C(C(N)=C1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,3.525044807036845
90220-17-0,3.9,CCP(=O)(OCCC)SC,0.5910646070264992
141-78-6,5620.0,CCOC(C)=O,3.749736315569061
77-48-5,442.0,CC1(C)C(=O)N(Br)C(=O)N1Br,2.645422269349092
25087-34-7,4000.0,CCC=C,3.6020599913279625
2274-11-5,300.0,C=CC(=O)OCCOC(=O)C=C,2.4771212547196626
13329-71-0,1270.0,CCCCCCCCCCCCCCCCCCNC(C)C,3.103803720955957
116-01-8,206.0,CCNC(=O)CSP(=S)(OC)OC,2.3138672203691533
60-51-5,291.0,CNC(=O)CSP(=S)(OC)OC,2.4638929889859074
15686-71-2,10001.0,CC1CSC2C(NC(=O)C(N)C3C=CC=CC=3)C(=O)N2C=1C(O)=O,4.000043427276863
6362-79-4,6450.0,OS(=O)(=O)C1C=C(C=C(C=1)C(O)=O)C(O)=O,3.8095597146352675
538-07-8,2.5,CCN(CCCl)CCCl,0.3979400086720376
1079-33-0,70.0,CNC(=O)OC1C=CC=C2SC=CC=12,1.845098040014257
54-31-9,2650.0,NS(=O)(=O)C1C=C(C(O)=O)C(=CC=1Cl)NCC1=CC=CO1,3.423245873936808
75219-45-3,682.0,CC12CCC3C(CCC4=CC(O)=CC=C43)C1CCC2OC(=O)COC(=O)CCCC1C=CC(=CC=1)N(CCCl)CCCl,2.833784374656479
156-56-9,98.0,C=C1CC1CC(N)C(O)=O,1.9912260756924949
137-32-6,4633.0,CCC(C)CO,3.6658623002031554
80060-09-9,2068.0,CC(C)C1=CC(=CC(C(C)C)=C1NC(=S)NC(C)(C)C)OC1C=CC=CC=1,3.315550534421905
6609-41-2,91.0,[O-][N+](=O)C1=C2N=C(NC2=CC(Cl)=C1Cl)C(F)(F)F,1.9590413923210936
99-72-9,3500.0,CC1C=CC(=CC=1)C(C)C=O,3.5440680443502757
31600-56-3,2290.0,COCCOCC1C=CC=CC=1,3.359835482339888
41663-84-7,2800.0,CN1C(=O)C2C=C(C=CC=2C1=O)[N+]([O-])=O,3.4471580313422194
79-10-7,625.0,C=CC(O)=O,2.7958800173440754
2491-06-7,4925.0,CN(C)CC(O)=O,3.6924062348336304
1477-55-0,1014.75,NCC1C=C(CN)C=CC=1,3.006359059989323
3572-55-2,10.0,COP(=S)(N=C1SCCS1)OC,1.0
772-46-3,4000.0,CCC(C)(O)CC1C=CC=CC=1,3.6020599913279625
36505-82-5,1420.0,CCCC1(CC(O)=O)OCCC2C3=CC=CC=C3NC1=2,3.1522883443830563
17730-82-4,545.0,CCCC(=O)N1CCN(CC=CC2C=CC=CC=2)CC1,2.7363965022766426
2445-83-2,3800.0,CC1C=C2OC(=O)C=CC2=CC=1,3.57978359661681
98079-52-8,1556.0,CCN1C=C(C(=O)C2C=C(F)C(=C(F)C1=2)N1CCNC(C)C1)C(O)=O,3.1920095926536702
3238-40-2,2751.0,OC(=O)C1=CC=C(O1)C(O)=O,3.4394905903896835
621-82-9,2500.0,OC(=O)C=CC1C=CC=CC=1,3.3979400086720375
99-66-1,1892.0,CCCC(CCC)C(O)=O,3.276921132065774
35941-71-0,2300.0,OCCN1CCN(CC1)C(=O)CN1C2C=C(Cl)C=CC=2SC1=O,3.361727836017593
118-95-6,63.0,CC(C)C1=CC(=CC(=C1O)[N+]([O-])=O)[N+]([O-])=O,1.7993405494535817
34887-26-8,2167.0,CC1(C)CC(CC(C)(C)N1)N1C(C)(C)CC(N)CC1(C)C,3.335858911319818
6558-78-7,900.0,CCCCN(N=O)C(=O)OCC,2.9542425094393248
6425-39-4,2528.0,C1COCCN1CCOCCN1CCOCC1,3.402777069610347
102207-75-0,3500.0,CCN(CCOC1C=CN=C(N)N=1)CC,3.5440680443502757
68206-94-0,1250.0,CC1C2C=CC(OCC(=O)OCC)=C(Cl)C=2OC(=O)C=1CCN(CC)CC,3.0969100130080562
64532-94-1,10000.0,CC(C)C1C=CC=CC=1OP(=O)(OC1C=CC=CC=1)OC1C=CC=CC=1,4.0
128639-02-1,6321.5,CC1=NN(C2=CC(CC(Cl)C(=O)OCC)=C(Cl)C=C2F)C(=O)N1C(F)F,3.8008201422741443
23456-94-2,326.0,CN(C)N=NC1C=CC(F)=CC=1,2.513217600067939
37717-82-1,3142.0,[O-]C1=CC2=CC(C(O)=O)[N+](=CC=C3CC(N=C(C3)C(O)=O)C(O)=O)C2=CC1=O,3.4972061807039547
22729-74-4,1470.0,CS(=O)(=O)N(SC(Cl)(Cl)C(F)(Cl)Cl)C1=CC=C(Cl)C=C1,3.167317334748176
34552-83-5,185.0,CN(C)C(=O)C(CCN1CCC(O)(CC1)C1C=CC(Cl)=CC=1)(C1C=CC=CC=1)C1C=CC=CC=1,2.2671717284030137
17788-11-3,1000.0,CNC(=O)OC1C=C(C=CC=1)NC(=O)CC,3.0
78-85-3,140.0,CC(=C)C=O,2.146128035678238
16537-51-2,10.0,CCP(=S)(OC(C)C)SCN1C(=O)C2=CC=CC=C2C1=O,1.0
95-57-8,688.0,OC1=CC=CC=C1Cl,2.837588438235511
108-10-1,3340.0,CC(C)CC(C)=O,3.5237464668115646
56-34-8,2630.0,CC[N+](CC)(CC)CC,3.419955748489758
1531-99-3,1910.0,CCCC(=O)OC1CCC(CC1)N1CCCCC1,3.2810333672477277
41814-78-2,250.0,CC1C=CC=C2SC3=NN=CN3C2=1,2.3979400086720375
26717-47-5,2485.0,CN(C)C(=O)CCCOC(=O)C(C)(C)OC1C=CC(Cl)=CC=1,3.395326393069351
930-68-7,220.0,O=C1CCCC=C1,2.342422680822206
107-59-5,399.0,CC(C)(C)OC(=O)CCl,2.6009728956867484
2782-57-2,1336.5,O=C1N(Cl)C(=O)NC(=O)N1Cl,3.1259689630925562
3473-11-8,30.0,C=NO,1.4771212547196624
111-18-2,312.0,CN(C)CCCCCCN(C)C,2.494154594018443
115-46-8,1164.0,OC(C1CCNCC1)(C1C=CC=CC=1)C1C=CC=CC=1,3.06595298031387
5418-63-3,707.0,CC1=[N+](C)C2C=CC=CC=2C1(C)C,2.8494194137968996
314-03-4,550.0,CN1CCC(CC1)=C1C2=CC=CC=C2SC2=CC=CC=C21,2.7403626894942437
99793-75-6,240.0,CS(=O)(=O)C1N=C(C2C=CC(F)=CC=2)N(N=1)C1C=CC(Cl)=CC=1,2.380211241711606
40805-93-4,253.0,COP(=O)(OC=C(Br)Br)OC,2.403120521175818
43200-80-2,827.0,CN1CCN(CC1)C(=O)OC1C2=NC=CN=C2C(=O)N1C1C=CC(Cl)=CN=1,2.9175055095525466
32179-45-6,447.0,C[N+]1(C)CCC2=CC(Cl)=CC=C12,2.6503075231319366
26175-68-8,4087.0,CN(C)S(=O)(=O)C1C=C(Cl)C(N)=CC=1Cl,3.6114046377115936
534-16-7,3795.0,OC(O)=O,3.5792117802314993
117-34-0,5540.0,OC(=O)C(C1C=CC=CC=1)C1C=CC=CC=1,3.74350976472843
60-35-5,7000.0,CC(N)=O,3.845098040014257
16646-42-7,2140.0,CC1(CC=CCC1)C(O)=O,3.330413773349191
4205-99-6,14.656,[O-][N+](=O)C1C(Cl)=C(Cl)C2NC(=NC=2C=1Cl)C(F)(F)F,1.1660154563237752
2163-69-1,1500.0,CN(C)C(=O)NC1CCCCCCC1,3.1760912590556813
30560-22-6,125.0,CCCCCCCCC/C(/O)=N/P(=O)(OC)SC,2.0969100130080562
10024-89-2,4580.0,C1COCCN1,3.660865478003869
110-73-6,1158.0,CCNCCO,3.0637085593914173
122-98-5,2595.0,OCCNC1C=CC=CC=1,3.414137362184477
3691-35-8,9.0,O=C(C(C1C=CC=CC=1)C1C=CC(Cl)=CC=1)C1C(=O)C2C=CC=CC=2C1=O,0.9542425094393249
1990-90-5,446.0,CC1C=NC=CC=1N,2.649334858712142
629-31-2,1045.0,CCCCCCC=NO,3.019116290447073
2600-69-3,0.25,CCSCSP(=O)(OCC)OCC,-0.6020599913279624
2984-78-3,85.0,COP(=S)(OC)SCSCC=C(Cl)Cl,1.9294189257142926
1100-88-5,43.0,C(C1C=CC=CC=1)P(C1C=CC=CC=1)(C1C=CC=CC=1)C1C=CC=CC=1,1.6334684555795864
67696-82-6,1.74,CC12CCC3C(CCC4(O)CC(CCC43C=O)OC(=O)C=C(C)C)C1(O)CCC2C1=COC(=O)C=C1,0.24054924828259971
109-02-4,1581.0,CN1CCOCC1,3.198931869932209
1754-57-0,2110.0,CN(C)CCNN,3.3242824552976926
64204-51-9,450.0,N/C(/CNC1C=CC(Cl)=CC=1)=N\O,2.6532125137753435
503-87-7,420.0,O=C1CNC(=S)N1,2.6232492903979003
6506-37-2,1540.0,[O-][N+](=O)C1=CN=CN1CCN1CCOCC1,3.187520720836463
3547-33-9,8530.0,CCCCCCCCSCCO,3.930949031167523
102-08-9,50.0,S=C(NC1C=CC=CC=1)NC1C=CC=CC=1,1.6989700043360187
105-59-9,3312.0,CN(CCO)CCO,3.5200903281128424
51356-14-0,10001.0,COP(=S)(OC)SCN1N=C(C=CC1=O)C1C=CC=CC=1,4.000043427276863
17040-19-6,32.4,CCS(=O)(=O)CCSP(=O)(OC)OC,1.510545010206612
61706-44-3,1600.0,CC(C(=N)O)(C1C=CC=CC=1)C1C=CC(N)=CC=1,3.2041199826559246
99-92-3,381.0,CC(=O)C1C=CC(N)=CC=1,2.5809249756756194
66232-26-6,50.0,CCCCCCCCCCCOC(=O)CC1C=CC(=CC=1)N(CCCl)CCCl,1.6989700043360187
1401-55-4,2260.0,OC1C(=CC(=CC=1O)C(=O)OC1C(OC(=O)C2=CC(O)=C(O)C(=C2)OC(=O)C2=CC(O)=C(O)C(O)=C2)C(OC(COC(=O)C2=CC(O)=C(O)C(=C2)OC(=O)C2=CC(O)=C(O)C(O)=C2)C1OC(=O)C1=CC(O)=C(O)C(=C1)OC(=O)C1=CC(O)=C(O)C(O)=C1)OC(=O)C1=CC(O)=C(O)C(=C1)OC(=O)C1=CC(O)=C(O)C(O)=C1)OC(=O)C1=CC(O)=C(O)C(O)=C1,3.3541084391474008
1000-70-0,1728.0,C[Si](C)(C)N=C=N[Si](C)(C)C,3.2375437381428744
60595-60-0,2960.0,CC1C=CC(C)=C2C(=O)C=C(C)OC=12,3.4712917110589387
1121-60-4,585.0,O=CC1=CC=CC=N1,2.7671558660821804
14214-32-5,1000.0,COC1C=CC(=CC=1)OC1C=CC(=CC=1)NC(=O)N(C)C,3.0
5694-72-4,1720.0,OCC1COC(CC2C=CC=CC=2)O1,3.2355284469075487
